ind,Region,Site,Exp,y,Year,Clim
ImnavaitT,Alaska,Imnavait,T,NA,1994,13.1
ImnavaitT,Alaska,Imnavait,T,NA,1995,12.7
ImnavaitT,Alaska,Imnavait,T,NA,1996,11.4
ImnavaitT,Alaska,Imnavait,T,NA,1997,11.6
ImnavaitT,Alaska,Imnavait,T,NA,1998,11.6
ImnavaitT,Alaska,Imnavait,T,NA,1999,13.1
ImnavaitT,Alaska,Imnavait,T,NA,2000,10.7
ImnavaitT,Alaska,Imnavait,T,NA,2001,10.5
ImnavaitT,Alaska,Imnavait,T,NA,2002,10.4
ImnavaitT,Alaska,Imnavait,T,5.19,2003,10.9
ImnavaitT,Alaska,Imnavait,T,8.747569,2003,11.1
ImnavaitT,Alaska,Imnavait,T,5.05,2004,12.9
ImnavaitT,Alaska,Imnavait,T,5.062125,2005,10.8
ImnavaitT,Alaska,Imnavait,T,3.509904,2006,11.1
ImnavaitT,Alaska,Imnavait,T,3.902042,2007,12.8
ImnavaitT,Alaska,Imnavait,T,3.877763,2008,11.1
ImnavaitT,Alaska,Imnavait,T,5.357113,2009,13
ImnavaitT,Alaska,Imnavait,T,4.409152,2010,10.9
ImnavaitT,Alaska,Imnavait,T,4.394813,2011,11
ImnavaitT,Alaska,Imnavait,T,5.257583,2012,11.7
ImnavaitT,Alaska,Imnavait,T,6.667477,2013,12.2
ImnavaitT,Alaska,Imnavait,T,5.389643,2014,10.3
ImnavaitT,Alaska,Imnavait,T,6.180088,2015,11.4
ImnavaitT,Alaska,Imnavait,T,6.812989,2016,12.2
ImnavaitT,Alaska,Imnavait,T,6.136309,2017,13.4
ImnavaitT,Alaska,Imnavait,T,5.971194,2018,12.7
AtqasukT,Alaska,Atqasuk,T,NA,1966,4.7
AtqasukT,Alaska,Atqasuk,T,NA,1967,5.4
AtqasukT,Alaska,Atqasuk,T,NA,1968,5.4
AtqasukT,Alaska,Atqasuk,T,NA,1969,7.6
AtqasukT,Alaska,Atqasuk,T,NA,1970,4.6
AtqasukT,Alaska,Atqasuk,T,NA,1971,5.4
AtqasukT,Alaska,Atqasuk,T,NA,1972,6.5
AtqasukT,Alaska,Atqasuk,T,NA,1973,7.7
AtqasukT,Alaska,Atqasuk,T,NA,1974,5.2
AtqasukT,Alaska,Atqasuk,T,NA,1975,5.7
AtqasukT,Alaska,Atqasuk,T,NA,1976,5.7
AtqasukT,Alaska,Atqasuk,T,NA,1977,5.3
AtqasukT,Alaska,Atqasuk,T,NA,1978,6.6
AtqasukT,Alaska,Atqasuk,T,NA,1979,7.1
AtqasukT,Alaska,Atqasuk,T,NA,1980,6.8
AtqasukT,Alaska,Atqasuk,T,NA,1981,5.5
AtqasukT,Alaska,Atqasuk,T,NA,1982,5.1
AtqasukT,Alaska,Atqasuk,T,NA,1983,6.6
AtqasukT,Alaska,Atqasuk,T,NA,1984,5.8
AtqasukT,Alaska,Atqasuk,T,NA,1985,5.7
AtqasukT,Alaska,Atqasuk,T,NA,1986,6
AtqasukT,Alaska,Atqasuk,T,NA,1987,6.5
AtqasukT,Alaska,Atqasuk,T,NA,1988,6.9
AtqasukT,Alaska,Atqasuk,T,NA,1989,6.8
AtqasukT,Alaska,Atqasuk,T,NA,1990,7.3
AtqasukT,Alaska,Atqasuk,T,NA,1991,8.1
AtqasukT,Alaska,Atqasuk,T,NA,1992,5.6
AtqasukT,Alaska,Atqasuk,T,NA,1993,6.9
AtqasukT,Alaska,Atqasuk,T,NA,1994,8.6
AtqasukT,Alaska,Atqasuk,T,NA,1995,7.1
AtqasukT,Alaska,Atqasuk,T,NA,1996,6.4
AtqasukT,Alaska,Atqasuk,T,NA,1997,6.9
AtqasukT,Alaska,Atqasuk,T,NA,1998,6.7
AtqasukT,Alaska,Atqasuk,T,NA,1999,8.4
AtqasukT,Alaska,Atqasuk,T,3.55,2000,6.1
AtqasukT,Alaska,Atqasuk,T,4,2001,5.5
AtqasukT,Alaska,Atqasuk,T,3.604058,2002,5.6
AtqasukT,Alaska,Atqasuk,T,3.845598,2003,6.3
AtqasukT,Alaska,Atqasuk,T,3.880428,2003,6.2
AtqasukT,Alaska,Atqasuk,T,4.820377,2004,8.5
AtqasukT,Alaska,Atqasuk,T,4.417121,2005,6.5
AtqasukT,Alaska,Atqasuk,T,4.148599,2006,6.1
AtqasukT,Alaska,Atqasuk,T,3.610521,2007,8.4
AtqasukT,Alaska,Atqasuk,T,5.093542,2008,6.4
AtqasukT,Alaska,Atqasuk,T,4.489089,2009,8.1
AtqasukT,Alaska,Atqasuk,T,5.233028,2010,6
AtqasukT,Alaska,Atqasuk,T,5.153197,2011,6.2
AtqasukT,Alaska,Atqasuk,T,5.567262,2012,7.1
AtqasukT,Alaska,Atqasuk,T,5.701388,2013,7.4
AtqasukT,Alaska,Atqasuk,T,5.43745,2014,5.4
AtqasukT,Alaska,Atqasuk,T,5.918012,2015,6.9
AtqasukT,Alaska,Atqasuk,T,6.287951,2016,7.5
AtqasukT,Alaska,Atqasuk,T,5.922775,2017,8.7
AtqasukT,Alaska,Atqasuk,T,5.861324,2018,7.9
AtqasukC,Alaska,Atqasuk,C,NA,1966,4.7
AtqasukC,Alaska,Atqasuk,C,NA,1967,5.4
AtqasukC,Alaska,Atqasuk,C,NA,1968,5.4
AtqasukC,Alaska,Atqasuk,C,NA,1969,7.6
AtqasukC,Alaska,Atqasuk,C,NA,1970,4.6
AtqasukC,Alaska,Atqasuk,C,NA,1971,5.4
AtqasukC,Alaska,Atqasuk,C,NA,1972,6.5
AtqasukC,Alaska,Atqasuk,C,NA,1973,7.7
AtqasukC,Alaska,Atqasuk,C,NA,1974,5.2
AtqasukC,Alaska,Atqasuk,C,NA,1975,5.7
AtqasukC,Alaska,Atqasuk,C,NA,1976,5.7
AtqasukC,Alaska,Atqasuk,C,NA,1977,5.3
AtqasukC,Alaska,Atqasuk,C,NA,1978,6.6
AtqasukC,Alaska,Atqasuk,C,NA,1979,7.1
AtqasukC,Alaska,Atqasuk,C,NA,1980,6.8
AtqasukC,Alaska,Atqasuk,C,NA,1981,5.5
AtqasukC,Alaska,Atqasuk,C,NA,1982,5.1
AtqasukC,Alaska,Atqasuk,C,NA,1983,6.6
AtqasukC,Alaska,Atqasuk,C,NA,1984,5.8
AtqasukC,Alaska,Atqasuk,C,NA,1985,5.7
AtqasukC,Alaska,Atqasuk,C,NA,1986,6
AtqasukC,Alaska,Atqasuk,C,NA,1987,6.5
AtqasukC,Alaska,Atqasuk,C,NA,1988,6.9
AtqasukC,Alaska,Atqasuk,C,NA,1989,6.8
AtqasukC,Alaska,Atqasuk,C,NA,1990,7.3
AtqasukC,Alaska,Atqasuk,C,NA,1991,8.1
AtqasukC,Alaska,Atqasuk,C,NA,1992,5.6
AtqasukC,Alaska,Atqasuk,C,NA,1993,6.9
AtqasukC,Alaska,Atqasuk,C,NA,1994,8.6
AtqasukC,Alaska,Atqasuk,C,NA,1995,7.1
AtqasukC,Alaska,Atqasuk,C,NA,1996,6.4
AtqasukC,Alaska,Atqasuk,C,NA,1997,6.9
AtqasukC,Alaska,Atqasuk,C,4.57,1998,6.7
AtqasukC,Alaska,Atqasuk,C,2.89,1999,8.4
AtqasukC,Alaska,Atqasuk,C,3.14,2000,6.1
AtqasukC,Alaska,Atqasuk,C,3.99,2001,5.5
AtqasukC,Alaska,Atqasuk,C,2.766553,2002,5.6
AtqasukC,Alaska,Atqasuk,C,4.089367,2003,6.3
AtqasukC,Alaska,Atqasuk,C,3.691704,2003,6.2
AtqasukC,Alaska,Atqasuk,C,3.446638,2004,8.5
AtqasukC,Alaska,Atqasuk,C,4.289719,2005,6.5
AtqasukC,Alaska,Atqasuk,C,4.635015,2006,6.1
AtqasukC,Alaska,Atqasuk,C,4.558171,2007,8.4
AtqasukC,Alaska,Atqasuk,C,4.308613,2008,6.4
AtqasukC,Alaska,Atqasuk,C,4.323716,2009,8.1
AtqasukC,Alaska,Atqasuk,C,4.790085,2010,6
AtqasukC,Alaska,Atqasuk,C,4.244326,2011,6.2
AtqasukC,Alaska,Atqasuk,C,4.433709,2012,7.1
AtqasukC,Alaska,Atqasuk,C,5.043485,2013,7.4
AtqasukC,Alaska,Atqasuk,C,5.698177,2014,5.4
AtqasukC,Alaska,Atqasuk,C,5.252638,2015,6.9
AtqasukC,Alaska,Atqasuk,C,6.09878,2016,7.5
AtqasukC,Alaska,Atqasuk,C,5.82067,2017,8.7
AtqasukC,Alaska,Atqasuk,C,6.816035,2018,7.9
BarrowC,Alaska,Barrow,C,NA,1966,4.7
BarrowC,Alaska,Barrow,C,NA,1967,5.4
BarrowC,Alaska,Barrow,C,NA,1968,5.4
BarrowC,Alaska,Barrow,C,NA,1969,7.6
BarrowC,Alaska,Barrow,C,NA,1970,4.6
BarrowC,Alaska,Barrow,C,NA,1971,5.4
BarrowC,Alaska,Barrow,C,NA,1972,6.5
BarrowC,Alaska,Barrow,C,NA,1973,7.7
BarrowC,Alaska,Barrow,C,NA,1974,5.2
BarrowC,Alaska,Barrow,C,NA,1975,5.7
BarrowC,Alaska,Barrow,C,NA,1976,5.7
BarrowC,Alaska,Barrow,C,NA,1977,5.3
BarrowC,Alaska,Barrow,C,NA,1978,6.6
BarrowC,Alaska,Barrow,C,NA,1979,7.1
BarrowC,Alaska,Barrow,C,NA,1980,6.8
BarrowC,Alaska,Barrow,C,NA,1981,5.5
BarrowC,Alaska,Barrow,C,NA,1982,5.1
BarrowC,Alaska,Barrow,C,NA,1983,6.6
BarrowC,Alaska,Barrow,C,NA,1984,5.8
BarrowC,Alaska,Barrow,C,NA,1985,5.7
BarrowC,Alaska,Barrow,C,NA,1986,6
BarrowC,Alaska,Barrow,C,NA,1987,6.5
BarrowC,Alaska,Barrow,C,NA,1988,6.9
BarrowC,Alaska,Barrow,C,NA,1989,6.8
BarrowC,Alaska,Barrow,C,NA,1990,7.3
BarrowC,Alaska,Barrow,C,NA,1991,8.1
BarrowC,Alaska,Barrow,C,NA,1992,5.6
BarrowC,Alaska,Barrow,C,NA,1993,6.9
BarrowC,Alaska,Barrow,C,NA,1994,8.6
BarrowC,Alaska,Barrow,C,NA,1995,7.1
BarrowC,Alaska,Barrow,C,NA,1996,6.4
BarrowC,Alaska,Barrow,C,NA,1997,6.9
BarrowC,Alaska,Barrow,C,NA,1998,6.7
BarrowC,Alaska,Barrow,C,NA,1999,8.4
BarrowC,Alaska,Barrow,C,NA,2000,6.1
BarrowC,Alaska,Barrow,C,NA,2001,5.5
BarrowC,Alaska,Barrow,C,2.13,2002,5.6
BarrowC,Alaska,Barrow,C,3.823798,2003,6.3
BarrowC,Alaska,Barrow,C,3.37,2003,6.2
BarrowC,Alaska,Barrow,C,4.018892,2004,8.5
BarrowC,Alaska,Barrow,C,3.822255,2005,6.5
BarrowC,Alaska,Barrow,C,3.53825,2006,6.1
BarrowC,Alaska,Barrow,C,3.862851,2007,8.4
BarrowC,Alaska,Barrow,C,4.257683,2008,6.4
BarrowC,Alaska,Barrow,C,4.213339,2009,8.1
BarrowC,Alaska,Barrow,C,4.486185,2010,6
BarrowC,Alaska,Barrow,C,4.447537,2011,6.2
BarrowC,Alaska,Barrow,C,4.359871,2012,7.1
BarrowC,Alaska,Barrow,C,4.695312,2013,7.4
BarrowC,Alaska,Barrow,C,4.411074,2014,5.4
BarrowC,Alaska,Barrow,C,6.104341,2015,6.9
BarrowC,Alaska,Barrow,C,4.543103,2016,7.5
BarrowC,Alaska,Barrow,C,5.165204,2017,8.7
BarrowC,Alaska,Barrow,C,5.316494,2018,7.9
BarrowT,Alaska,Barrow,T,NA,1966,4.7
BarrowT,Alaska,Barrow,T,NA,1967,5.4
BarrowT,Alaska,Barrow,T,NA,1968,5.4
BarrowT,Alaska,Barrow,T,NA,1969,7.6
BarrowT,Alaska,Barrow,T,NA,1970,4.6
BarrowT,Alaska,Barrow,T,NA,1971,5.4
BarrowT,Alaska,Barrow,T,NA,1972,6.5
BarrowT,Alaska,Barrow,T,NA,1973,7.7
BarrowT,Alaska,Barrow,T,NA,1974,5.2
BarrowT,Alaska,Barrow,T,NA,1975,5.7
BarrowT,Alaska,Barrow,T,NA,1976,5.7
BarrowT,Alaska,Barrow,T,NA,1977,5.3
BarrowT,Alaska,Barrow,T,NA,1978,6.6
BarrowT,Alaska,Barrow,T,NA,1979,7.1
BarrowT,Alaska,Barrow,T,NA,1980,6.8
BarrowT,Alaska,Barrow,T,NA,1981,5.5
BarrowT,Alaska,Barrow,T,NA,1982,5.1
BarrowT,Alaska,Barrow,T,NA,1983,6.6
BarrowT,Alaska,Barrow,T,NA,1984,5.8
BarrowT,Alaska,Barrow,T,NA,1985,5.7
BarrowT,Alaska,Barrow,T,NA,1986,6
BarrowT,Alaska,Barrow,T,NA,1987,6.5
BarrowT,Alaska,Barrow,T,NA,1988,6.9
BarrowT,Alaska,Barrow,T,NA,1989,6.8
BarrowT,Alaska,Barrow,T,NA,1990,7.3
BarrowT,Alaska,Barrow,T,NA,1991,8.1
BarrowT,Alaska,Barrow,T,NA,1992,5.6
BarrowT,Alaska,Barrow,T,NA,1993,6.9
BarrowT,Alaska,Barrow,T,NA,1994,8.6
BarrowT,Alaska,Barrow,T,NA,1995,7.1
BarrowT,Alaska,Barrow,T,NA,1996,6.4
BarrowT,Alaska,Barrow,T,NA,1997,6.9
BarrowT,Alaska,Barrow,T,NA,1998,6.7
BarrowT,Alaska,Barrow,T,NA,1999,8.4
BarrowT,Alaska,Barrow,T,NA,2000,6.1
BarrowT,Alaska,Barrow,T,NA,2001,5.5
BarrowT,Alaska,Barrow,T,NA,2002,5.6
BarrowT,Alaska,Barrow,T,NA,2003,6.3
BarrowT,Alaska,Barrow,T,4.91,2003,6.2
BarrowT,Alaska,Barrow,T,3.72,2004,8.5
BarrowT,Alaska,Barrow,T,3.517747,2005,6.5
BarrowT,Alaska,Barrow,T,3.047136,2006,6.1
BarrowT,Alaska,Barrow,T,3.810328,2007,8.4
BarrowT,Alaska,Barrow,T,3.731443,2008,6.4
BarrowT,Alaska,Barrow,T,3.483823,2009,8.1
BarrowT,Alaska,Barrow,T,4.426823,2010,6
BarrowT,Alaska,Barrow,T,3.711081,2011,6.2
BarrowT,Alaska,Barrow,T,4.705414,2012,7.1
BarrowT,Alaska,Barrow,T,4.968564,2013,7.4
BarrowT,Alaska,Barrow,T,3.93103,2014,5.4
BarrowT,Alaska,Barrow,T,5.650678,2015,6.9
BarrowT,Alaska,Barrow,T,4.903235,2016,7.5
BarrowT,Alaska,Barrow,T,4.408761,2017,8.7
BarrowT,Alaska,Barrow,T,5.83678,2018,7.9
LatnjajaureC,Northern Sweden,Latnjajaure,C,NA,1966,5.6
LatnjajaureC,Northern Sweden,Latnjajaure,C,NA,1967,8.2
LatnjajaureC,Northern Sweden,Latnjajaure,C,NA,1968,7.1
LatnjajaureC,Northern Sweden,Latnjajaure,C,NA,1969,6.1
LatnjajaureC,Northern Sweden,Latnjajaure,C,NA,1970,8.7
LatnjajaureC,Northern Sweden,Latnjajaure,C,NA,1971,8.9
LatnjajaureC,Northern Sweden,Latnjajaure,C,NA,1972,6.8
LatnjajaureC,Northern Sweden,Latnjajaure,C,NA,1973,10.5
LatnjajaureC,Northern Sweden,Latnjajaure,C,NA,1974,10.9
LatnjajaureC,Northern Sweden,Latnjajaure,C,NA,1975,8.7
LatnjajaureC,Northern Sweden,Latnjajaure,C,NA,1976,5.9
LatnjajaureC,Northern Sweden,Latnjajaure,C,NA,1977,7.4
LatnjajaureC,Northern Sweden,Latnjajaure,C,NA,1978,7.7
LatnjajaureC,Northern Sweden,Latnjajaure,C,NA,1979,9.2
LatnjajaureC,Northern Sweden,Latnjajaure,C,NA,1980,9.5
LatnjajaureC,Northern Sweden,Latnjajaure,C,NA,1981,9.9
LatnjajaureC,Northern Sweden,Latnjajaure,C,NA,1982,7.2
LatnjajaureC,Northern Sweden,Latnjajaure,C,NA,1983,7.8
LatnjajaureC,Northern Sweden,Latnjajaure,C,NA,1984,7.6
LatnjajaureC,Northern Sweden,Latnjajaure,C,NA,1985,6.5
LatnjajaureC,Northern Sweden,Latnjajaure,C,NA,1986,9.5
LatnjajaureC,Northern Sweden,Latnjajaure,C,NA,1987,8
LatnjajaureC,Northern Sweden,Latnjajaure,C,NA,1988,6.8
LatnjajaureC,Northern Sweden,Latnjajaure,C,NA,1989,10.3
LatnjajaureC,Northern Sweden,Latnjajaure,C,NA,1990,6.4
LatnjajaureC,Northern Sweden,Latnjajaure,C,NA,1991,8.8
LatnjajaureC,Northern Sweden,Latnjajaure,C,NA,1992,8.2
LatnjajaureC,Northern Sweden,Latnjajaure,C,NA,1993,6.8
LatnjajaureC,Northern Sweden,Latnjajaure,C,NA,1994,9.6
LatnjajaureC,Northern Sweden,Latnjajaure,C,NA,1995,8.2
LatnjajaureC,Northern Sweden,Latnjajaure,C,NA,1996,6.7
LatnjajaureC,Northern Sweden,Latnjajaure,C,NA,1997,7.7
LatnjajaureC,Northern Sweden,Latnjajaure,C,NA,1998,10.1
LatnjajaureC,Northern Sweden,Latnjajaure,C,NA,1999,10
LatnjajaureC,Northern Sweden,Latnjajaure,C,NA,2000,7.8
LatnjajaureC,Northern Sweden,Latnjajaure,C,NA,2001,8.6
LatnjajaureC,Northern Sweden,Latnjajaure,C,NA,2002,8
LatnjajaureC,Northern Sweden,Latnjajaure,C,NA,2003,9.8
LatnjajaureC,Northern Sweden,Latnjajaure,C,6.52,2003,11.6
LatnjajaureC,Northern Sweden,Latnjajaure,C,6.42,2004,9.9
LatnjajaureC,Northern Sweden,Latnjajaure,C,6.19,2005,10.1
LatnjajaureC,Northern Sweden,Latnjajaure,C,5.496989,2006,8.1
LatnjajaureC,Northern Sweden,Latnjajaure,C,4.89903,2007,9.4
LatnjajaureC,Northern Sweden,Latnjajaure,C,6.063263,2008,8.4
LatnjajaureC,Northern Sweden,Latnjajaure,C,6.817212,2009,8.6
LatnjajaureC,Northern Sweden,Latnjajaure,C,7.400022,2010,8.7
LatnjajaureC,Northern Sweden,Latnjajaure,C,7.541131,2011,9.4
LatnjajaureC,Northern Sweden,Latnjajaure,C,7.56809,2012,7.5
LatnjajaureC,Northern Sweden,Latnjajaure,C,7.629532,2013,8.4
LatnjajaureC,Northern Sweden,Latnjajaure,C,7.006746,2014,11.2
LatnjajaureC,Northern Sweden,Latnjajaure,C,6.532489,2015,7
LatnjajaureC,Northern Sweden,Latnjajaure,C,9.197308,2016,9.4
LatnjajaureC,Northern Sweden,Latnjajaure,C,8.20304,2017,8.1
LatnjajaureC,Northern Sweden,Latnjajaure,C,8.665224,2018,11.8
LatnjajaureT,Northern Sweden,Latnjajaure,T,NA,1966,5.6
LatnjajaureT,Northern Sweden,Latnjajaure,T,NA,1967,8.2
LatnjajaureT,Northern Sweden,Latnjajaure,T,NA,1968,7.1
LatnjajaureT,Northern Sweden,Latnjajaure,T,NA,1969,6.1
LatnjajaureT,Northern Sweden,Latnjajaure,T,NA,1970,8.7
LatnjajaureT,Northern Sweden,Latnjajaure,T,NA,1971,8.9
LatnjajaureT,Northern Sweden,Latnjajaure,T,NA,1972,6.8
LatnjajaureT,Northern Sweden,Latnjajaure,T,NA,1973,10.5
LatnjajaureT,Northern Sweden,Latnjajaure,T,NA,1974,10.9
LatnjajaureT,Northern Sweden,Latnjajaure,T,NA,1975,8.7
LatnjajaureT,Northern Sweden,Latnjajaure,T,NA,1976,5.9
LatnjajaureT,Northern Sweden,Latnjajaure,T,NA,1977,7.4
LatnjajaureT,Northern Sweden,Latnjajaure,T,NA,1978,7.7
LatnjajaureT,Northern Sweden,Latnjajaure,T,NA,1979,9.2
LatnjajaureT,Northern Sweden,Latnjajaure,T,NA,1980,9.5
LatnjajaureT,Northern Sweden,Latnjajaure,T,NA,1981,9.9
LatnjajaureT,Northern Sweden,Latnjajaure,T,NA,1982,7.2
LatnjajaureT,Northern Sweden,Latnjajaure,T,NA,1983,7.8
LatnjajaureT,Northern Sweden,Latnjajaure,T,NA,1984,7.6
LatnjajaureT,Northern Sweden,Latnjajaure,T,NA,1985,6.5
LatnjajaureT,Northern Sweden,Latnjajaure,T,NA,1986,9.5
LatnjajaureT,Northern Sweden,Latnjajaure,T,NA,1987,8
LatnjajaureT,Northern Sweden,Latnjajaure,T,NA,1988,6.8
LatnjajaureT,Northern Sweden,Latnjajaure,T,NA,1989,10.3
LatnjajaureT,Northern Sweden,Latnjajaure,T,NA,1990,6.4
LatnjajaureT,Northern Sweden,Latnjajaure,T,NA,1991,8.8
LatnjajaureT,Northern Sweden,Latnjajaure,T,NA,1992,8.2
LatnjajaureT,Northern Sweden,Latnjajaure,T,NA,1993,6.8
LatnjajaureT,Northern Sweden,Latnjajaure,T,NA,1994,9.6
LatnjajaureT,Northern Sweden,Latnjajaure,T,NA,1995,8.2
LatnjajaureT,Northern Sweden,Latnjajaure,T,NA,1996,6.7
LatnjajaureT,Northern Sweden,Latnjajaure,T,NA,1997,7.7
LatnjajaureT,Northern Sweden,Latnjajaure,T,NA,1998,10.1
LatnjajaureT,Northern Sweden,Latnjajaure,T,NA,1999,10
LatnjajaureT,Northern Sweden,Latnjajaure,T,5.1,2000,7.8
LatnjajaureT,Northern Sweden,Latnjajaure,T,5.48,2001,8.6
LatnjajaureT,Northern Sweden,Latnjajaure,T,6.765,2002,8
LatnjajaureT,Northern Sweden,Latnjajaure,T,9.36,2003,9.8
LatnjajaureT,Northern Sweden,Latnjajaure,T,9.49,2003,11.6
LatnjajaureT,Northern Sweden,Latnjajaure,T,8.075,2004,9.9
LatnjajaureT,Northern Sweden,Latnjajaure,T,11.593571,2005,10.1
LatnjajaureT,Northern Sweden,Latnjajaure,T,8.37677,2006,8.1
LatnjajaureT,Northern Sweden,Latnjajaure,T,8.11883,2007,9.4
LatnjajaureT,Northern Sweden,Latnjajaure,T,9.60182,2008,8.4
LatnjajaureT,Northern Sweden,Latnjajaure,T,8.852313,2009,8.6
LatnjajaureT,Northern Sweden,Latnjajaure,T,7.19195,2010,8.7
LatnjajaureT,Northern Sweden,Latnjajaure,T,9.483276,2011,9.4
LatnjajaureT,Northern Sweden,Latnjajaure,T,10.830364,2012,7.5
LatnjajaureT,Northern Sweden,Latnjajaure,T,9.552391,2013,8.4
LatnjajaureT,Northern Sweden,Latnjajaure,T,11.005157,2014,11.2
LatnjajaureT,Northern Sweden,Latnjajaure,T,10.06244,2015,7
LatnjajaureT,Northern Sweden,Latnjajaure,T,8.219609,2016,9.4
LatnjajaureT,Northern Sweden,Latnjajaure,T,8.515034,2017,8.1
LatnjajaureT,Northern Sweden,Latnjajaure,T,11.586229,2018,11.8
